Attrition,Business Travel,Department,Education Field,Employee Number,Gender,Job Role,Marital Status,Over Time,Training Times Last Year,Age,Daily Rate,Distance From Home,Education,Employee Count,Environment Satisfaction,Hourly Rate,Job Involvement,Job Level,Job Satisfaction,Monthly Income,Monthly Rate,Num Companies Worked,Percent Salary Hike,Performance Rating,Relationship Satisfaction,Standard Hours,Stock Option Level,Total Working Years,Work Life Balance,Years At Company,Years In Current Role,Years Since Last Promotion,Years With Curr Manager
0,0n-Travel,R&D,Life Sciences,1012,Male,Research Scientist,Single,0,2,18,287,5,Associates Degree,1,2,73,3,1,1,1051,13493,1,15,3,4,80,0,0,3,0,0,0,0
0,Travel_Rarely,R&D,Technical Degree,1013,Female,Manufacturing Director,Married,0,2,54,1441,17,Bachelor's Degree,1,4,56,3,3,4,10739,13943,8,11,3,3,80,1,22,3,10,7,0,8
0,Travel_Rarely,R&D,Medical,1014,Female,Healthcare Representative,Divorced,1,3,35,583,25,Master's Degree,1,3,57,3,3,3,10388,6975,1,11,3,3,80,1,16,2,16,10,10,1
0,Travel_Rarely,R&D,Life Sciences,1015,Female,Research Director,Married,1,4,30,153,8,Associates Degree,1,2,73,4,3,1,11416,17802,0,12,3,3,80,3,9,2,8,7,1,7
1,Travel_Rarely,R&D,Medical,1016,Female,Research Scientist,Single,1,2,20,1097,11,Bachelor's Degree,1,4,98,2,1,3,2600,18275,1,15,3,1,80,0,1,3,1,0,0,0
1,Travel_Frequently,R&D,Medical,1017,Female,Laboratory Technician,Single,0,3,30,109,5,Bachelor's Degree,1,2,60,3,1,3,2422,25725,0,17,3,1,80,0,4,3,3,2,1,2
0,Travel_Rarely,R&D,Medical,1018,Male,Manufacturing Director,Married,0,2,26,1066,2,Associates Degree,1,4,32,4,2,4,5472,3334,1,12,3,2,80,0,8,3,8,7,1,3
0,Travel_Rarely,R&D,Life Sciences,1019,Male,Laboratory Technician,Married,0,3,22,217,8,High School,1,2,94,1,1,1,2451,6881,1,15,3,1,80,1,4,2,4,3,1,1
0,Travel_Rarely,R&D,Life Sciences,1022,Male,Healthcare Representative,Single,0,0,48,277,6,Bachelor's Degree,1,1,97,2,2,1,4240,13119,2,13,3,4,80,0,19,3,2,2,2,2
0,Travel_Rarely,R&D,Life Sciences,1024,Male,Healthcare Representative,Single,0,3,48,1355,4,Master's Degree,1,3,78,2,3,1,10999,22245,7,14,3,2,80,0,27,3,15,11,4,8
0,Travel_Rarely,R&D,Medical,1025,Female,Manufacturing Director,Single,0,6,41,549,7,Associates Degree,1,4,42,3,2,3,5003,23371,6,14,3,2,80,0,8,3,2,2,2,1
0,Travel_Rarely,R&D,Life Sciences,1026,Female,Manufacturing Director,Married,0,3,39,466,1,High School,1,4,65,2,4,1,12742,7060,1,16,3,3,80,1,21,3,21,6,11,8
0,Travel_Rarely,R&D,Life Sciences,1027,Female,Manufacturing Director,Married,0,2,27,1055,2,Master's Degree,1,1,47,3,2,1,4227,4658,0,18,3,2,80,1,4,3,3,2,2,2
0,Travel_Rarely,R&D,Other,1028,Male,Laboratory Technician,Divorced,0,4,35,802,10,Bachelor's Degree,1,2,45,3,1,4,3917,9541,1,20,4,1,80,1,3,2,3,2,1,2
0,Travel_Rarely,Sales,Marketing,1029,Male,Manager,Married,0,3,42,265,5,Associates Degree,1,4,90,3,5,2,18303,7770,6,13,3,2,80,0,21,4,1,0,0,0
0,Travel_Rarely,R&D,Life Sciences,1030,Male,Laboratory Technician,Married,0,5,50,804,9,Bachelor's Degree,1,1,64,3,1,1,2380,20165,4,18,3,2,80,0,8,3,1,0,0,0
0,Travel_Rarely,R&D,Life Sciences,1032,Female,Manufacturing Director,Single,1,4,59,715,2,Bachelor's Degree,1,3,69,2,4,1,13726,21829,3,13,3,1,80,0,30,3,5,3,4,3
1,Travel_Rarely,R&D,Medical,1033,Female,Healthcare Representative,Married,0,2,37,1141,11,Associates Degree,1,1,61,1,2,3,4777,14382,5,15,3,1,80,0,15,1,1,0,0,0
0,Travel_Frequently,R&D,Medical,1034,Male,Healthcare Representative,Married,1,3,55,135,18,Master's Degree,1,3,62,3,2,3,6385,12992,3,14,3,4,80,2,17,3,8,7,6,7
0,0n-Travel,R&D,Life Sciences,1035,Female,Research Director,Divorced,0,3,41,247,7,High School,1,2,55,1,5,1,19973,20284,1,22,4,2,80,2,21,3,21,16,5,10
0,Travel_Rarely,Sales,Life Sciences,1036,Male,Sales Executive,Single,1,1,38,1035,3,Master's Degree,1,2,42,3,2,1,6861,4981,8,12,3,3,80,0,19,3,1,0,0,0
1,0n-Travel,Sales,Medical,1037,Male,Sales Executive,Single,0,6,26,265,29,Associates Degree,1,2,79,1,2,3,4969,21813,8,18,3,4,80,0,7,3,2,2,2,2
1,Travel_Rarely,Sales,Marketing,1038,Female,Manager,Married,0,3,52,266,2,High School,1,1,57,1,5,2,19845,25846,1,15,3,4,80,1,33,3,32,14,6,9
0,Travel_Rarely,Sales,Medical,1039,Female,Sales Executive,Married,1,2,44,1448,28,Bachelor's Degree,1,4,53,4,4,4,13320,11737,3,18,3,3,80,1,23,3,12,11,11,11
0,0n-Travel,Sales,Life Sciences,1040,Female,Sales Executive,Married,0,3,50,145,1,Bachelor's Degree,1,4,95,3,2,1,6347,24920,0,12,3,1,80,1,19,3,18,7,0,13
1,Travel_Rarely,R&D,Life Sciences,1042,Female,Laboratory Technician,Single,0,1,36,885,16,Master's Degree,1,3,43,4,1,1,2743,8269,1,16,3,3,80,0,18,3,17,13,15,14
0,Travel_Frequently,R&D,Medical,1043,Female,Manufacturing Director,Single,1,2,39,945,22,Bachelor's Degree,1,4,82,3,3,3,10880,5083,1,13,3,3,80,0,21,3,21,6,2,8
0,0n-Travel,Sales,Life Sciences,1044,Female,Sales Representative,Single,0,2,33,1038,8,High School,1,2,88,2,1,1,2342,21437,0,19,3,4,80,0,3,2,2,2,2,2
0,Travel_Rarely,Sales,Life Sciences,1045,Female,Manager,Married,0,4,45,1234,11,Associates Degree,1,4,90,3,4,1,17650,5404,3,13,3,2,80,1,26,4,9,3,1,1
0,0n-Travel,R&D,Medical,1046,Female,Laboratory Technician,Single,0,2,32,1109,29,Master's Degree,1,4,69,3,1,3,4025,11135,9,12,3,2,80,0,10,3,8,7,7,7
0,Travel_Rarely,Sales,Marketing,1047,Male,Sales Executive,Divorced,0,2,34,216,1,Master's Degree,1,2,75,4,2,2,9725,12278,0,11,3,4,80,1,16,2,15,1,0,9
0,Travel_Rarely,Sales,Technical Degree,1048,Male,Manager,Married,1,1,59,1089,1,Associates Degree,1,4,66,3,3,4,11904,11038,3,14,3,3,80,1,14,1,6,4,0,4
0,Travel_Rarely,HR,Medical,1049,Male,Human Resources,Single,0,3,45,788,24,Master's Degree,1,2,36,3,1,3,2177,8318,1,16,3,1,80,0,6,3,6,3,0,4
0,Travel_Frequently,Sales,Marketing,1050,Female,Sales Executive,Married,0,2,53,124,2,Bachelor's Degree,1,3,38,2,3,2,7525,23537,2,12,3,1,80,1,30,3,15,7,6,12
1,Travel_Rarely,R&D,Other,1052,Male,Laboratory Technician,Divorced,0,3,36,660,15,Bachelor's Degree,1,1,81,3,2,3,4834,7858,7,14,3,2,80,1,9,2,1,0,0,0
1,Travel_Frequently,R&D,Life Sciences,1053,Male,Research Scientist,Married,1,2,26,342,2,Bachelor's Degree,1,1,57,3,1,1,2042,15346,6,14,3,2,80,1,6,3,3,2,1,2
0,Travel_Rarely,Sales,Life Sciences,1055,Female,Sales Representative,Married,1,2,34,1333,10,Master's Degree,1,3,87,3,1,1,2220,18410,1,19,3,4,80,1,1,3,1,1,0,0
0,Travel_Rarely,Sales,Medical,1056,Male,Sales Representative,Married,0,5,28,1144,10,High School,1,4,74,3,1,3,1052,23384,1,22,4,2,80,0,1,3,1,0,0,0
0,Travel_Frequently,R&D,Other,1060,Male,Research Scientist,Married,0,2,38,1186,3,Master's Degree,1,3,44,3,1,3,2821,2997,3,16,3,1,80,1,8,3,2,2,2,2
0,Travel_Rarely,R&D,Medical,1061,Male,Research Director,Married,1,2,50,1464,2,Master's Degree,1,2,62,3,5,3,19237,12853,2,11,3,4,80,1,29,2,8,1,7,7
0,Travel_Rarely,R&D,Other,1062,Female,Healthcare Representative,Single,0,3,37,124,3,Bachelor's Degree,1,4,35,3,2,3,4107,13848,3,15,3,1,80,0,8,2,4,3,0,1
0,Travel_Rarely,Sales,Marketing,1066,Male,Sales Executive,Married,0,3,40,300,26,Bachelor's Degree,1,3,74,3,2,2,8396,22217,1,14,3,2,80,1,8,2,7,7,7,5
0,Travel_Frequently,R&D,Medical,1068,Female,Research Scientist,Divorced,0,5,26,921,1,High School,1,1,66,2,1,3,2007,25265,1,13,3,3,80,2,5,3,5,3,1,3
0,Travel_Rarely,R&D,Medical,1069,Male,Research Director,Divorced,0,0,46,430,1,Master's Degree,1,4,40,3,5,4,19627,21445,9,17,3,4,80,2,23,3,2,2,2,2
0,Travel_Rarely,Sales,Life Sciences,1070,Female,Sales Executive,Married,0,4,54,1082,2,Master's Degree,1,3,41,2,3,1,10686,8392,6,11,3,2,80,1,13,3,9,4,7,0
0,Travel_Frequently,R&D,Medical,1071,Female,Research Scientist,Married,0,4,56,1240,9,Bachelor's Degree,1,1,63,3,1,3,2942,12154,2,19,3,2,80,1,18,3,5,4,0,3
0,Travel_Rarely,R&D,Medical,1073,Female,Manufacturing Director,Single,0,2,36,796,12,Doctoral Degree,1,4,51,2,3,4,8858,15669,0,11,3,2,80,0,15,2,14,8,7,8
0,0n-Travel,R&D,Medical,1074,Male,Manager,Single,0,3,55,444,2,High School,1,3,40,2,4,3,16756,17323,7,15,3,2,80,0,31,4,9,7,6,2
0,Travel_Rarely,Sales,Medical,1076,Male,Sales Executive,Divorced,0,5,43,415,25,Bachelor's Degree,1,3,79,2,3,4,10798,5268,5,13,3,3,80,1,18,3,1,0,0,0
1,Travel_Frequently,Sales,Marketing,1077,Female,Sales Representative,Single,1,3,20,769,9,Bachelor's Degree,1,4,54,3,1,2,2323,17205,1,14,3,2,80,0,2,3,2,2,0,2
1,Travel_Rarely,R&D,Life Sciences,1079,Female,Laboratory Technician,Single,0,6,21,1334,10,Bachelor's Degree,1,3,36,2,1,1,1416,17258,1,13,3,1,80,0,1,2,1,0,1,0
0,Travel_Rarely,R&D,Life Sciences,1080,Female,Research Scientist,Divorced,1,2,46,1003,8,Master's Degree,1,4,74,2,2,1,4615,21029,8,23,4,1,80,3,19,3,16,13,1,7
1,Travel_Rarely,R&D,Life Sciences,1081,Male,Research Scientist,Married,1,2,51,1323,4,Master's Degree,1,1,34,3,1,1,2461,10332,9,12,3,3,80,3,18,4,10,0,2,7
1,0n-Travel,R&D,Technical Degree,1082,Male,Healthcare Representative,Single,0,2,28,1366,24,Associates Degree,1,4,72,2,3,4,8722,12355,1,12,3,1,80,0,10,2,10,7,1,9
0,Travel_Rarely,R&D,Medical,1083,Male,Laboratory Technician,Married,0,2,26,192,1,Associates Degree,1,1,59,2,1,3,3955,11141,1,16,3,1,80,2,6,3,5,3,1,3
0,Travel_Rarely,R&D,Other,1084,Male,Manufacturing Director,Married,0,1,30,1176,20,Bachelor's Degree,1,3,85,3,2,3,9957,9096,0,15,3,3,80,1,7,2,6,2,0,2
0,Travel_Rarely,R&D,Technical Degree,1085,Female,Research Scientist,Married,0,3,41,509,7,Associates Degree,1,4,43,4,1,4,3376,18863,1,13,3,3,80,0,10,3,10,6,0,8
0,Travel_Rarely,R&D,Life Sciences,1088,Female,Healthcare Representative,Married,0,4,38,330,17,High School,1,3,65,2,3,1,8823,24608,0,18,3,1,80,1,20,2,19,9,1,9
0,Travel_Rarely,R&D,Technical Degree,1092,Male,Healthcare Representative,Married,0,6,40,1492,20,Master's Degree,1,4,61,3,3,4,10322,26542,4,20,4,4,80,1,14,3,11,10,11,1
0,0n-Travel,R&D,Life Sciences,1094,Male,Laboratory Technician,Married,0,4,27,1277,8,Doctoral Degree,1,1,87,1,1,1,4621,5869,1,19,3,4,80,3,3,3,3,2,1,2
0,Travel_Frequently,R&D,Life Sciences,1096,Male,Manufacturing Director,Married,0,4,55,1091,2,High School,1,4,65,3,3,1,10976,15813,3,18,3,2,80,1,23,3,3,2,1,2
0,Travel_Rarely,R&D,Other,1097,Female,Research Scientist,Single,0,4,28,857,10,Bachelor's Degree,1,3,59,3,2,3,3660,7909,3,13,3,4,80,0,10,4,8,7,1,7
1,Travel_Rarely,HR,Medical,1098,Male,Human Resources,Married,0,1,44,1376,1,Associates Degree,1,2,91,2,3,3,10482,2326,9,14,3,4,80,1,24,3,20,6,3,6
0,Travel_Rarely,R&D,Life Sciences,1099,Male,Healthcare Representative,Divorced,0,2,33,654,5,Bachelor's Degree,1,4,34,2,3,1,7119,21214,4,15,3,3,80,1,9,3,3,2,1,2
1,Travel_Rarely,Sales,Technical Degree,1100,Male,Sales Executive,Single,1,2,35,1204,4,Bachelor's Degree,1,4,86,3,3,4,9582,10333,0,22,4,1,80,0,9,3,8,7,4,7
1,Travel_Frequently,R&D,Medical,1101,Female,Research Scientist,Single,0,4,33,827,29,Master's Degree,1,1,54,2,2,3,4508,3129,1,22,4,2,80,0,14,3,13,7,3,8
0,Travel_Rarely,R&D,Life Sciences,1102,Male,Laboratory Technician,Divorced,0,5,28,895,15,Associates Degree,1,1,50,3,1,1,2207,22482,1,16,3,4,80,1,4,2,4,2,2,2
0,Travel_Frequently,R&D,Life Sciences,1103,Male,Healthcare Representative,Single,0,1,34,618,3,High School,1,1,45,3,2,1,7756,22266,0,17,3,3,80,0,7,2,6,2,0,4
0,Travel_Rarely,Sales,Life Sciences,1105,Female,Sales Executive,Divorced,1,5,37,309,10,Master's Degree,1,4,88,2,2,1,6694,24223,2,14,3,3,80,3,8,3,1,0,0,0
1,Travel_Rarely,R&D,Technical Degree,1106,Male,Laboratory Technician,Married,1,3,25,1219,4,High School,1,4,32,3,1,4,3691,4605,1,15,3,2,80,1,7,4,7,7,5,6
1,Travel_Rarely,R&D,Medical,1107,Male,Laboratory Technician,Divorced,0,0,26,1330,21,Bachelor's Degree,1,1,37,3,1,3,2377,19373,1,20,4,3,80,1,1,2,1,1,0,0
1,Travel_Rarely,R&D,Medical,1108,Male,Research Scientist,Single,1,0,33,1017,25,Bachelor's Degree,1,1,55,2,1,3,2313,2993,4,20,4,2,80,0,5,3,2,2,2,2
0,Travel_Rarely,R&D,Medical,1109,Male,Manager,Married,0,3,42,469,2,Associates Degree,1,4,35,3,4,3,17665,14399,0,17,3,4,80,1,23,3,22,6,13,7
1,Travel_Frequently,R&D,Medical,1111,Male,Laboratory Technician,Divorced,0,2,28,1009,1,Bachelor's Degree,1,1,45,2,1,3,2596,7160,1,15,3,1,80,2,1,3,1,0,0,0
1,Travel_Frequently,Sales,Other,1113,Male,Sales Executive,Single,1,4,50,959,1,Master's Degree,1,4,81,3,2,3,4728,17251,3,14,3,4,80,0,5,3,0,0,0,0
0,Travel_Frequently,Sales,Life Sciences,1114,Female,Sales Executive,Married,0,3,33,970,7,Bachelor's Degree,1,4,30,3,2,1,4302,13401,0,17,3,3,80,1,4,3,3,2,0,2
0,0n-Travel,R&D,Life Sciences,1115,Male,Research Scientist,Married,0,2,34,697,3,Master's Degree,1,3,40,2,1,1,2979,22478,3,17,3,4,80,3,6,3,0,0,0,0
0,0n-Travel,R&D,Medical,1116,Male,Manager,Single,0,3,48,1262,1,Master's Degree,1,1,35,4,4,4,16885,16154,2,22,4,3,80,0,27,2,5,4,2,1
0,0n-Travel,Sales,Life Sciences,1117,Female,Sales Executive,Married,0,2,45,1050,9,Master's Degree,1,2,65,2,2,1,5593,17970,1,13,3,4,80,1,15,3,15,10,4,12
0,Travel_Rarely,R&D,Life Sciences,1118,Male,Healthcare Representative,Single,0,4,52,994,7,Master's Degree,1,2,87,3,3,1,10445,15322,7,19,3,4,80,0,18,3,8,6,4,0
0,Travel_Rarely,Sales,Marketing,1119,Male,Sales Executive,Divorced,1,2,38,770,10,Master's Degree,1,3,73,2,3,2,8740,5569,0,14,3,2,80,2,9,3,8,7,2,7
0,Travel_Rarely,R&D,Life Sciences,1120,Female,Research Scientist,Divorced,0,1,29,1107,28,Master's Degree,1,3,93,3,1,1,2514,26968,4,22,4,1,80,1,11,3,7,5,1,7
0,Travel_Rarely,R&D,Medical,1121,Female,Manufacturing Director,Divorced,0,3,28,950,3,Bachelor's Degree,1,4,93,3,3,3,7655,8039,0,17,3,2,80,3,10,2,9,7,1,7
0,Travel_Rarely,Sales,Marketing,1124,Male,Manager,Married,0,3,46,406,3,High School,1,1,52,3,4,2,17465,15596,3,12,3,4,80,1,23,3,12,9,4,9
0,Travel_Rarely,Sales,Marketing,1125,Male,Sales Executive,Single,0,2,38,130,2,Associates Degree,1,4,32,3,3,2,7351,20619,7,16,3,3,80,0,10,3,1,0,0,0
0,Travel_Frequently,R&D,Life Sciences,1126,Female,Manufacturing Director,Married,0,1,43,1082,27,Bachelor's Degree,1,3,83,3,3,1,10820,11535,8,11,3,3,80,1,18,3,8,7,0,1
1,Travel_Frequently,R&D,Life Sciences,1127,Male,Healthcare Representative,Divorced,0,4,39,203,2,Bachelor's Degree,1,1,84,3,4,1,12169,13547,7,11,3,4,80,3,21,3,18,7,11,5
0,Travel_Rarely,R&D,Medical,1128,Male,Research Director,Single,0,2,40,1308,14,Bachelor's Degree,1,3,44,2,5,3,19626,17544,1,14,3,1,80,0,21,4,20,7,4,9
0,Travel_Rarely,R&D,Technical Degree,1131,Female,Research Scientist,Single,1,6,21,984,1,High School,1,4,70,2,1,4,2070,25326,1,11,3,3,80,0,2,4,2,2,2,2
0,0n-Travel,R&D,Life Sciences,1132,Male,Laboratory Technician,Single,0,2,39,439,9,Bachelor's Degree,1,3,70,3,2,1,6782,8770,9,15,3,3,80,0,9,2,5,4,0,3
0,0n-Travel,R&D,Life Sciences,1133,Male,Manufacturing Director,Single,0,0,36,217,18,Master's Degree,1,1,78,3,2,1,7779,23238,2,20,4,1,80,0,18,3,11,9,0,9
0,Travel_Frequently,Sales,Life Sciences,1135,Male,Sales Representative,Married,0,4,31,793,20,Bachelor's Degree,1,3,67,4,1,1,2791,21981,0,12,3,1,80,1,3,3,2,2,2,2
0,Travel_Rarely,R&D,Life Sciences,1136,Male,Research Scientist,Married,0,2,28,1451,2,High School,1,1,67,2,1,1,3201,19911,0,17,3,1,80,0,6,1,5,3,0,4
0,Travel_Frequently,Sales,Marketing,1137,Male,Sales Executive,Divorced,0,3,35,1182,11,Associates Degree,1,4,54,3,2,2,4968,18500,1,11,3,4,80,1,5,3,5,2,0,2
0,Travel_Rarely,Sales,Technical Degree,1138,Male,Sales Executive,Married,0,3,49,174,8,Master's Degree,1,4,56,2,4,4,13120,11879,6,17,3,2,80,1,22,3,9,8,2,3
0,Travel_Frequently,R&D,Life Sciences,1140,Male,Manufacturing Director,Single,0,3,34,1003,2,Associates Degree,1,4,95,3,2,1,4033,15834,2,11,3,4,80,0,5,2,3,2,0,2
0,Travel_Frequently,R&D,Life Sciences,1143,Female,Research Scientist,Divorced,0,2,29,490,10,Bachelor's Degree,1,4,61,3,1,1,3291,17940,0,14,3,4,80,2,8,2,7,5,1,1
0,Travel_Rarely,R&D,Medical,1148,Male,Laboratory Technician,Single,0,3,42,188,29,Bachelor's Degree,1,2,56,1,2,4,4272,9558,4,19,3,1,80,0,16,3,1,0,0,0
0,Travel_Rarely,R&D,Medical,1150,Male,Manufacturing Director,Married,1,2,29,718,8,High School,1,2,79,2,2,4,5056,17689,1,15,3,3,80,1,10,2,10,7,1,2
0,Travel_Rarely,HR,Human Resources,1152,Male,Human Resources,Married,0,2,38,433,1,Bachelor's Degree,1,3,37,4,1,3,2844,6004,1,13,3,4,80,1,7,4,7,6,5,0
0,Travel_Frequently,R&D,Life Sciences,1154,Male,Research Scientist,Divorced,1,2,28,773,6,Bachelor's Degree,1,3,39,2,1,1,2703,22088,1,14,3,4,80,1,3,3,3,1,0,2
1,0n-Travel,R&D,Medical,1156,Male,Laboratory Technician,Single,0,0,18,247,8,High School,1,3,80,3,1,3,1904,13556,1,12,3,4,80,0,0,3,0,0,0,0
1,Travel_Rarely,Sales,Marketing,1157,Female,Sales Executive,Single,1,3,33,603,9,Master's Degree,1,1,77,3,2,2,8224,18385,0,17,3,1,80,0,6,3,5,2,0,3
0,Travel_Rarely,R&D,Life Sciences,1158,Male,Laboratory Technician,Married,1,4,41,167,12,Master's Degree,1,2,46,3,1,1,4766,9051,3,11,3,1,80,1,6,3,1,0,0,0
1,Travel_Frequently,R&D,Medical,1160,Male,Laboratory Technician,Married,0,5,31,874,15,Bachelor's Degree,1,3,72,3,1,3,2610,6233,1,12,3,3,80,1,2,2,2,2,2,2
0,Travel_Rarely,R&D,Medical,1161,Female,Healthcare Representative,Divorced,0,2,37,367,25,Associates Degree,1,3,52,2,2,4,5731,17171,7,13,3,3,80,2,9,3,6,2,1,3
0,Travel_Rarely,R&D,Life Sciences,1162,Male,Research Scientist,Married,0,0,27,199,6,Bachelor's Degree,1,4,55,2,1,1,2539,7950,1,13,3,3,80,1,4,3,4,2,2,2
0,Travel_Rarely,Sales,Life Sciences,1163,Female,Sales Executive,Married,0,3,34,1400,9,High School,1,2,70,3,2,1,5714,5829,1,20,4,1,80,0,6,2,6,5,1,3
0,Travel_Rarely,HR,Technical Degree,1164,Male,Human Resources,Single,0,2,35,528,8,Master's Degree,1,4,100,3,1,4,4323,7108,1,17,3,2,80,0,6,1,5,4,1,4
1,Travel_Rarely,Sales,Life Sciences,1165,Female,Sales Executive,Married,0,3,29,408,23,High School,1,4,45,2,3,1,7336,11162,1,13,3,1,80,1,11,1,11,8,3,10
0,Travel_Frequently,R&D,Medical,1166,Female,Research Director,Single,0,3,40,593,9,Master's Degree,1,2,88,3,3,3,13499,13782,9,17,3,3,80,0,20,2,18,7,2,13
1,Travel_Frequently,Sales,Life Sciences,1167,Male,Sales Executive,Single,1,2,42,481,12,Bachelor's Degree,1,3,44,3,4,1,13758,2447,0,12,3,2,80,0,22,2,21,9,13,14
0,Travel_Rarely,Sales,Marketing,1171,Male,Sales Executive,Single,0,3,42,647,4,Master's Degree,1,2,45,3,2,2,5155,2253,7,13,3,4,80,0,9,4,6,4,1,5
0,Travel_Rarely,R&D,Medical,1172,Male,Laboratory Technician,Married,0,2,35,982,1,Master's Degree,1,4,58,2,1,3,2258,16340,6,12,3,2,80,1,10,3,8,0,1,7
0,Travel_Rarely,R&D,Medical,1173,Male,Laboratory Technician,Single,0,2,24,477,24,Bachelor's Degree,1,4,49,3,1,2,3597,6409,8,22,4,4,80,0,6,3,4,3,1,2
1,Travel_Rarely,R&D,Life Sciences,1175,Female,Laboratory Technician,Married,1,4,28,1485,12,High School,1,3,79,3,1,1,2515,22955,1,11,3,4,80,0,1,2,1,1,0,0
0,Travel_Rarely,R&D,Medical,1177,Male,Laboratory Technician,Married,0,2,26,1384,3,Master's Degree,1,1,82,4,1,4,4420,13421,1,22,4,2,80,1,8,3,8,7,0,7
0,Travel_Rarely,Sales,Marketing,1179,Male,Sales Executive,Married,0,3,30,852,10,Bachelor's Degree,1,3,72,2,2,2,6578,2706,1,18,3,1,80,1,10,3,10,3,1,4
0,Travel_Frequently,R&D,Medical,1180,Female,Research Scientist,Married,1,3,40,902,26,Associates Degree,1,3,92,2,2,4,4422,21203,3,13,3,4,80,1,16,1,1,1,0,0
0,Travel_Rarely,R&D,Life Sciences,1182,Male,Manufacturing Director,Divorced,0,2,35,819,2,Bachelor's Degree,1,3,44,2,3,1,10274,19588,2,18,3,2,80,1,15,4,7,7,6,4
0,Travel_Frequently,R&D,Medical,1184,Male,Healthcare Representative,Single,0,3,34,669,1,Bachelor's Degree,1,4,97,2,2,3,5343,25755,0,20,4,3,80,0,14,3,13,9,4,9
0,Travel_Frequently,R&D,Other,1185,Male,Laboratory Technician,Married,0,2,35,636,4,Master's Degree,1,4,47,2,1,4,2376,26537,1,13,3,2,80,1,2,4,2,2,2,2
1,Travel_Rarely,Sales,Marketing,1188,Female,Sales Executive,Single,0,2,43,1372,9,Bachelor's Degree,1,1,85,1,2,2,5346,9489,8,13,3,2,80,0,7,2,4,3,1,3
0,0n-Travel,Sales,Life Sciences,1190,Female,Sales Representative,Divorced,0,3,32,862,2,High School,1,3,76,3,1,1,2827,14947,1,12,3,3,80,3,1,3,1,0,0,0
0,Travel_Rarely,R&D,Technical Degree,1191,Female,Manager,Divorced,0,2,56,718,4,Master's Degree,1,4,92,3,5,4,19943,18575,4,13,3,4,80,1,28,3,5,2,4,2
0,Travel_Rarely,R&D,Medical,1192,Female,Laboratory Technician,Married,0,5,29,1401,6,High School,1,2,54,3,1,4,3131,26342,1,13,3,1,80,1,10,3,10,8,0,8
0,Travel_Rarely,R&D,Life Sciences,1193,Male,Research Scientist,Single,0,4,19,645,9,Associates Degree,1,3,54,3,1,1,2552,7172,1,25,4,3,80,0,1,3,1,1,0,0
0,Travel_Rarely,R&D,Medical,1195,Female,Research Scientist,Married,1,2,45,1457,7,Bachelor's Degree,1,1,83,3,1,3,4477,20100,4,19,3,3,80,1,7,2,3,2,0,2
0,Travel_Rarely,R&D,Life Sciences,1196,Female,Manufacturing Director,Married,0,2,37,977,1,Bachelor's Degree,1,4,56,2,2,1,6474,9961,1,13,3,2,80,1,14,2,14,8,3,11
0,Travel_Rarely,R&D,Life Sciences,1198,Male,Laboratory Technician,Single,0,2,20,805,3,Bachelor's Degree,1,1,87,2,1,1,3033,12828,1,12,3,1,80,0,2,2,2,2,1,2
1,Travel_Rarely,R&D,Life Sciences,1200,Male,Research Scientist,Single,1,4,44,1097,10,Master's Degree,1,3,96,3,1,1,2936,10826,1,11,3,3,80,0,6,3,6,4,0,2
0,Travel_Rarely,R&D,Medical,1201,Female,Manager,Divorced,0,6,53,1223,7,Associates Degree,1,4,50,3,5,3,18606,18640,3,18,3,2,80,1,26,3,7,7,4,7
0,Travel_Rarely,R&D,Life Sciences,1202,Female,Research Scientist,Married,1,2,29,942,15,High School,1,2,69,1,1,1,2168,26933,0,18,3,1,80,1,6,2,5,4,1,3
1,Travel_Frequently,R&D,Life Sciences,1203,Male,Research Scientist,Married,1,5,22,1256,3,Master's Degree,1,3,48,2,1,1,2853,4223,0,11,3,2,80,1,1,3,0,0,0,0
0,Travel_Rarely,Sales,Marketing,1204,Female,Manager,Married,0,2,46,1402,2,Bachelor's Degree,1,3,69,3,4,2,17048,24097,8,23,4,1,80,0,28,3,26,15,15,9
0,0n-Travel,R&D,Life Sciences,1206,Male,Research Scientist,Single,0,3,44,111,17,Bachelor's Degree,1,4,74,1,1,1,2290,4279,2,13,3,4,80,0,6,3,0,0,0,0
0,Travel_Rarely,HR,Human Resources,1207,Male,Human Resources,Married,0,2,33,147,2,Bachelor's Degree,1,2,99,3,1,3,3600,8429,1,13,3,4,80,1,5,3,5,4,1,4
1,0n-Travel,R&D,Life Sciences,1210,Male,Research Scientist,Divorced,0,2,41,906,5,Associates Degree,1,1,95,2,1,1,2107,20293,6,17,3,1,80,1,5,1,1,0,0,0
0,Travel_Rarely,Sales,Life Sciences,1211,Male,Sales Executive,Divorced,0,3,30,1329,29,Master's Degree,1,3,61,3,2,1,4115,13192,8,19,3,3,80,3,8,3,4,3,0,3
0,Travel_Frequently,Sales,Medical,1212,Male,Sales Executive,Married,0,2,40,1184,2,Master's Degree,1,2,62,3,2,2,4327,25440,5,12,3,4,80,3,5,3,0,0,0,0
0,Travel_Frequently,R&D,Medical,1215,Female,Manager,Married,0,3,50,1421,2,Bachelor's Degree,1,4,30,3,4,3,17856,9490,2,22,4,3,80,1,32,3,2,2,2,2
